	lemma	word	aspect	disambig	db_id	text	Gender	Mood	Number	POS	Person	Tense	VerbForm	Voice	l_tok_3	l_tok_2	l_tok_1	r_tok_1	r_tok_2	r_tok_3	l_gr_1	l_gr_2	l_gr_3	r_gr_1	r_gr_2	r_gr_3	nsubj	nsubj_count	obj	obj_count	obl	obl_count	advmod	advmod_count	polarity	polarity_word
72	dati	dale	perf	perf	set-s1417	"Naši prijatelji koji su realni i zemlje koje su dale vojnike, novac i osam godina se angažovale ovde, i koje planiraju da budu prisutne, žele okončanje ovog nerešenog statusa", rekao je Čeku.	Fem		Plur	VERB		Past	Part	Act	zemlje	koje	su	vojnike	novac	i	d	a	l	e	l	a	koje	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
73	dati	dam	perf	perf	set-s3730	Morala bih da dam otkaz i ostavim decu i provedem mesec dana da proučim i shvatim ko šta radi."		Ind	Sing	VERB	1	Pres	Fin		Morala	bih	da	otkaz	i	ostavim	d	a	m	m	a	d	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
74	dati	damo	perf	perf	set-s67	Mi treba da... damo podršku Jeremiću.		Ind	Plur	VERB	1	Pres	Fin		Mi	treba	da	podršku	Jeremiću	[PAD]	d	a	m	o	m	a	[PAD]	0	podršku	1	[PAD]	0	[PAD]	0	pos	[PAD]
75	dati	dao	perf	perf	set-s238	NATO je dao do znanja da će Makedonci dobiti poziv čim spor bude rešen.	Masc		Sing	VERB		Past	Part	Act	[PAD]	NATO	je	do	znanja	da	d	a	o	o	a	d	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
76	dati	dao	perf	perf	set-s1164	Visoki komesar EU za proširenje Oli Ren, koji već mesecima upozorava na mogući "brodolom" u pregovorima sa Turskom, dao je sličnu izjavu.	Masc		Sing	VERB		Past	Part	Act	pregovorima	sa	Turskom	je	sličnu	izjavu	d	a	o	o	a	d	komesar	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
77	dati	dao	perf	perf	set-s2942	On je takođe dao ohrabrujuće izjave o potrebi za reformama koje se odnose na EU i za revizijom trenutnog ustava zemlje.	Masc		Sing	VERB		Past	Part	Act	On	je	takođe	ohrabrujuće	izjave	o	d	a	o	o	a	d	on	1	[PAD]	0	[PAD]	0	takođe	1	pos	[PAD]
78	dati	dao	perf	perf	set-s3752	Taj korak rezultat je preporuka koje je dao Savet za implementaciju mira (PIC) na svom junskom sastanku u Sarajevu i "konstantnog napretka koji BiH ostvaruje na putu od stabilizacije mira ka evropskoj integraciji", objašnjeno je u saopštenju OHR-a.	Masc		Sing	VERB		Past	Part	Act	preporuka	koje	je	Savet	za	implementaciju	d	a	o	o	a	d	[PAD]	0	koje	1	sastanku	1	[PAD]	0	pos	[PAD]
79	dati	dati	perf	perf	set-s1703	Hrvatska je predala zahtev za prijem u članstvo EU u februaru 2003, i nada se da će Evropski savet dati pozitivno mišljenje o kandidaturi do kraja marta.				VERB			Inf		će	Evropski	savet	pozitivno	mišljenje	o	d	a	t	i	t	a	[PAD]	0	mišljenje	1	kraja	1	[PAD]	0	pos	[PAD]
80	dati	dati	perf	perf	set-s1727	UNESKO je saopštio da će dati Bugarskoj 25.000 dolara za obnavljanje drevnog tračanskog kompleksa Perperikon i grobnice Tatul na Rodopskim planinama.				VERB			Inf		saopštio	da	će	Bugarskoj	25	000	d	a	t	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
81	dati	dati	perf	perf	set-s3486	Prema Parivodićevim rečima, mera će podstaći sigurnost kreditora i dati im mnogo više slobode u izdavanju kredita.				VERB			Inf		sigurnost	kreditora	i	im	mnogo	više	d	a	t	i	t	a	[PAD]	0	[PAD]	0	im	1	[PAD]	0	pos	[PAD]
82	dati	dâ	perf	perf	set-s1166	"Poslednji sastanak Komisije održaće se 6. decembra; samim tim, to bi mogao da bude logičan trenutak da se dâ preporuka ako Turska nije ispunila svoje obaveze."		Ind	Sing	VERB	3	Pres	Fin		trenutak	da	se	preporuka	ako	Turska	d	â	[PAD]	â	d	[PAD]	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
83	davati	daje	imp	imp	set-s164	Makedonska vojska mnogo više daje nego što dobija od tih aranžmana i u potpunosti smo svesni svog dela odgovornosti i voljni da prihvatimo taj izazov.		Ind	Sing	VERB	3	Pres	Fin		vojska	mnogo	više	nego	što	dobija	d	a	j	e	j	a	[PAD]	0	[PAD]	0	[PAD]	0	više	1	pos	[PAD]
84	davati	daje	imp	imp	set-s1105	Hrvatska ima deset izbornih jedinica, od kojih svaka daje 15 članova parlamenta.		Ind	Sing	VERB	3	Pres	Fin		od	kojih	svaka	15	članova	parlamenta	d	a	j	e	j	a	[PAD]	0	[PAD]	0	kojih	1	[PAD]	0	pos	[PAD]
85	davati	daje	imp	imp	set-s2398	Premijer Srbije Vojislav Koštunica izjavio je posle sastanka sa predsednikom EBRD Žanom Lemijerom da održavanje velike bankarske skupštine u Beogradu pokazuje da postoji značajna podrška reformama u Srbiji i daje investitorima signal da ulažu u državnu zajednicu.		Ind	Sing	VERB	3	Pres	Fin		u	Srbiji	i	investitorima	signal	da	d	a	j	e	j	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
86	davati	daje	imp	imp	set-s2923	Rasprava o kandidaturi Georgijeve zakazana je za 3. februar, što joj daje četiri nedelje manje nego drugim kandidatima da se pripremi za pitanja EP.		Ind	Sing	VERB	3	Pres	Fin		februar	što	joj	četiri	nedelje	manje	d	a	j	e	j	a	što	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
87	davati	daje	imp	imp	set-s3350	Šest kompanija daje svoje instruktore, uključujući i Algoritam centar.		Ind	Sing	VERB	3	Pres	Fin		[PAD]	Šest	kompanija	svoje	instruktore	uključujući	d	a	j	e	j	a	kompanija	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
88	davati	daje	imp	imp	set-s3866	Indeks EBRD, sa ocenama od 1 do 4, daje visoke ocene "maloj" privatizaciji.		Ind	Sing	VERB	3	Pres	Fin		1	do	4	visoke	ocene	maloj	d	a	j	e	j	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
89	davati	daje	imp	imp	news-s21	Funkcionisanje velikih sistema, kao što su železnica i pošta, daje građanima osećaj sigurnosti.		Ind	Sing	VERB	3	Pres	Fin		železnica	i	pošta	građanima	osećaj	sigurnosti	d	a	j	e	j	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
90	davati	daje	imp	imp	news-s370	Jedna od njih je Sleep Calculator koja omogućava da se podesi vreme za buđenje tako da REM faza ne bude prekinuta, a daje i mogućnost da se odabere vreme buđenja u zavisnosti od toga koliko ciklusa želimo da odspavamo.		Ind	Sing	VERB	3	Pres	Fin		bude	prekinuta	a	i	mogućnost	da	d	a	j	e	j	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
91	davati	dajemo	imp	imp	set-s163	Na taj način, mi se već ponašamo kao punopravan i odgovoran član NATO i dajemo svoj doprinos mirovnim operacijama širom sveta.		Ind	Plur	VERB	1	Pres	Fin		član	NATO	i	svoj	doprinos	mirovnim	d	a	j	o	m	e	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
92	davati	daju	imp	imp	set-s3739	I međunarodna zajednica posmatra politički proces, a EU i Sjedinjene Države daju podršku demokratskim snagama u zemlji.		Ind	Plur	VERB	3	Pres	Fin		i	Sjedinjene	Države	podršku	demokratskim	snagama	d	a	j	u	j	a	eu	1	podršku	1	[PAD]	0	[PAD]	0	pos	[PAD]
93	definisati	definisala	imp	imp	set-s137	Crvenkovski: Republika Makedonija još nije definisala svoj konačni odnos prema nezavisnosti Kosova.	Fem		Sing	VERB		Past	Part	Act	Makedonija	još	nije	svoj	konačni	odnos	d	e	f	a	l	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	neg	nije
94	definisati	definisati	imp	imp	set-s241	Crvenkovski je rekao da se mora definisati državna strategija po tom pitanju, ali da strateški ciljevi Makedonije moraju ostati nepromenjeni.				VERB			Inf		da	se	mora	državna	strategija	po	d	e	f	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
95	definisati	definisati	imp	imp	set-s1325	Jedan od problema je to što je mobing nekada teško definisati, a još teže dokazati.				VERB			Inf		mobing	nekada	teško	a	još	teže	d	e	f	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
96	definisati	definisati	imp	imp	set-s3507	Samim tim postalo je teško artikulisati zajedničke interese u operativnom smislu, kao i definisati konkretne zadatke.				VERB			Inf		smislu	kao	i	konkretne	zadatke	[PAD]	d	e	f	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
97	definisati	definisati	imp	imp	news-s69	A budući da je objašnjenje za takvu „primenu” zakona najčešće famozno „odsustvo političke volje”, krajnje je vreme, imperativ je, da učinimo nespornim da se odnos prema „političkoj volji” mora definisati onako kako se to radi u uređenim zemljama.				VERB			Inf		političkoj	volji	mora	onako	kako	se	d	e	f	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
98	definisati	definišu	imp	imp	set-s3218	Suština zakona je da se definišu pravila ponašanja.		Ind	Plur	VERB	3	Pres	Fin		je	da	se	pravila	ponašanja	[PAD]	d	e	f	u	š	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
99	deliti	dele	imp	imp	set-s426	Rusija nije priznala nezavisnost Kosova, ali, prema podacima partnerskih službi, tamo se odvija određena priprema narkotika, koji se posle dele na porcije i prodaju", izjavio je Ivanov, a prenosi albanska Alsat TV.		Ind	Plur	VERB	3	Pres	Fin		koji	se	posle	na	porcije	i	d	e	l	e	l	e	koji	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
100	deliti	dele	imp	imp	set-s637	Dve kompanije imaju jednak udeo od 50 odsto i dele troškove i proizvodnju.		Ind	Plur	VERB	3	Pres	Fin		50	odsto	i	troškove	i	proizvodnju	d	e	l	e	l	e	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
101	deliti	dele	imp	imp	set-s1818	Mada koriste različite metodologije, sve one dele mišljenje da utvrđivanje istine, kao preduslov svih vidova pravde, zahteva upornu potragu za činjenicama.		Ind	Plur	VERB	3	Pres	Fin		metodologije	sve	one	mišljenje	da	utvrđivanje	d	e	l	e	l	e	one	1	mišljenje	1	[PAD]	0	[PAD]	0	pos	[PAD]
102	deliti	dele	imp	imp	news-s58	Ima, razume se, i onih koji ne dele „oduševljenje”, koji npr. podsećaju na neprijatna, već gotovo zaboravljena iskustva iz socijalističkih vremena ili postavljaju pitanje – u koliko modernih, dobro uređenih država postoje posebni zakoni o utvrđivanju porekla imovine, a u koliko njih to uređuju „redovni” poreski zakoni?		Ind	Plur	VERB	3	Pres	Fin		onih	koji	ne	oduševljenje	koji	npr	d	e	l	e	l	e	koji	1	[PAD]	0	[PAD]	0	ne	1	neg	ne
103	deliti	dele	imp	imp	news-s263	Kolektivni protest, marširanje u grupi istomišljenika im daje doživljaj da nisu sami, da ima mnogo drugih koji dele njihovo nezadovoljstvo, daje im osećanje zajedništva, moći, uliva nadu da nije sve izgubljeno.		Ind	Plur	VERB	3	Pres	Fin		mnogo	drugih	koji	njihovo	nezadovoljstvo	daje	d	e	l	e	l	e	koji	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
104	deliti	deli	imp	imp	set-s2968	Uprkos strahovanjima da bi Nikica mogla da izazove međunarodni pogranični incident ako pređe u Albaniju, koja deli Skadarsko jezero sa Crnom Gorom i nalazi se samo 15 kilometara od odmarališta Plavnica, ona je pronađena kako leškari pored bazena pre nego što je pala noć, u danu kada je i pobegla.		Ind	Sing	VERB	3	Pres	Fin		u	Albaniju	koja	Skadarsko	jezero	sa	d	e	l	i	l	e	koja	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
105	delovati	delovale	imp	imp	set-s413	Zemlje bi delovale zajedno kako bi presekle puteve droge koji prelaze preko Kosova.	Fem		Plur	VERB		Past	Part	Act	[PAD]	Zemlje	bi	zajedno	kako	bi	d	e	l	e	l	a	zemlje	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
106	delovati	delovao	imp	imp	set-s49	Ramkovski je delovao preko svojih 15 firmi -- koje takođe posluju u Turskoj i SAD -- čije je sedište naveo na adresi A1 TV.	Masc		Sing	VERB		Past	Part	Act	[PAD]	Ramkovski	je	preko	svojih	15	d	e	l	o	a	v	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
107	delovati	deluje	imp	imp	set-s3046	Niko još uvek nije preuzeo odgovornost za dva nedavna napada na policijske stanice u Makedoniji, ali ih neki povezuju sa naoružanom grupom koja deluje u selu Kondovo.		Ind	Sing	VERB	3	Pres	Fin		naoružanom	grupom	koja	u	selu	Kondovo	d	e	l	e	j	u	koja	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
108	delovati	deluje	imp	imp	news-s336	Spavali ste čak šest sati što deluje kao privilegija koju treba maksimalno iskoristiti.		Ind	Sing	VERB	3	Pres	Fin		šest	sati	što	kao	privilegija	koju	d	e	l	e	j	u	što	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
109	delovati	deluju	imp	imp	set-s3057	"Napad na policijsku stanicu u selu Vratnica predstavlja provokaciju jedne ekstremističke grupe, koja je verovatno deo neke od nekolicine ekstremističkih grupa koje deluju u regionu i u Makedoniji", izjavio je premijer Vlado Bučkovski.		Ind	Plur	VERB	3	Pres	Fin		ekstremističkih	grupa	koje	u	regionu	i	d	e	l	u	j	u	koje	1	[PAD]	0	regionu	1	[PAD]	0	pos	[PAD]
110	delovati	deluju	imp	imp	news-s315	Kao ni kod nas, tužioci i bezbednjaci nisu apolitični već direktno deluju u skladu sa nečijom političkom voljom.		Ind	Plur	VERB	3	Pres	Fin		apolitični	već	direktno	u	skladu	sa	d	e	l	u	j	u	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
111	desiti	dese	perf	perf	set-s3363	"Teror, strah i mržnja ne smeju da imaju versku motivaciju ili identifikaciju, a ako se takve stvari ipak dese, onda one predstavljaju brutalnu i neprihvatljivu zloupotrebu religije.		Ind	Plur	VERB	3	Pres	Fin		takve	stvari	ipak	onda	one	predstavljaju	d	e	s	e	s	e	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
112	desiti	desi	perf	perf	set-s3418	"Nažalost, kada pokažemo dobru volju i kada dozvolimo slobodu kretanja za članove KFOR-a, evo šta se desi Srbima na Kosovu i u Mitrovici", izjavio je on za SETimes.		Ind	Sing	VERB	3	Pres	Fin		evo	šta	se	Srbima	na	Kosovu	d	e	s	i	s	e	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
113	desiti	desila	perf	perf	set-s713	Hoti je rekao da veruje da je eksplozija, koja se desila nakon što je policija UN ušla u prostorije suda, "bila od ručne granate" aktivirane u dvorištu kompleksa.	Fem		Sing	VERB		Past	Part	Act	eksplozija	koja	se	nakon	što	je	d	e	s	a	l	i	koja	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
114	desiti	desilo	perf	perf	set-s1380	Takođe, ne verujem da će svi politički akteri u Beogradu i Prištini imati isto mišljenje o tome zašto se to desilo.	Neut		Sing	VERB		Past	Part	Act	zašto	se	to	[PAD]	[PAD]	[PAD]	d	e	s	o	l	i	to	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
115	desiti	desilo	perf	perf	news-s272	Ne bi bilo dobro da se i kod nas dogodi ono što se desilo u SAD, a to je da ljudi i dalje nastavljaju izbornu kampanju iako je sve već završeno.	Neut		Sing	VERB		Past	Part	Act	ono	što	se	u	SAD	a	d	e	s	o	l	i	što	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
116	desiti	desiti	perf	perf	set-s154	Setimes: Šta će se desiti ako veto ipak bude uložen?				VERB			Inf		Šta	će	se	ako	veto	ipak	d	e	s	i	t	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
117	desiti	desiti	perf	perf	set-s156	Crvenkovski: Iskreno se nadam da se to neće desiti.				VERB			Inf		se	to	neće	[PAD]	[PAD]	[PAD]	d	e	s	i	t	i	to	1	[PAD]	0	[PAD]	0	[PAD]	0	neg	neće
118	desiti	desiti	perf	perf	set-s1428	Transakcija, koju su pozdravili ekonomisti i vlada, naišla je na proteste zaposlenih, koji strahuju da bi novi vlasnik mogao da krene da otpušta radnike, uprkos tome što su dobili uveravanja da se to neće desiti.				VERB			Inf		se	to	neće	[PAD]	[PAD]	[PAD]	d	e	s	i	t	i	to	1	[PAD]	0	[PAD]	0	[PAD]	0	neg	neće
119	desiti	desiti	perf	perf	set-s2587	"Kada se te stvari promene -- odnosno kada vlast promeni ruke miroljubivo prvi put u istoriji Crne Gore, a nisam siguran da će se to brzo desiti -- ti Crnogorci će početi da misle da vredi biti preduzetnički nastrojen", objašnjava on.				VERB			Inf		se	to	brzo	ti	Crnogorci	će	d	e	s	i	t	i	to	1	[PAD]	0	[PAD]	0	brzo	1	pos	[PAD]
120	dobijati	dobija	imp	imp	set-s161	Kakvo je iskustvo iz tog poduhvata i koliko Makedonija dobija od slanja vojnika u te mirovne misije?		Ind	Sing	VERB	3	Pres	Fin		i	koliko	Makedonija	od	slanja	vojnika	d	o	b	a	j	i	makedonija	1	[PAD]	0	[PAD]	0	koliko	1	pos	[PAD]
121	dobijati	dobija	imp	imp	set-s164	Makedonska vojska mnogo više daje nego što dobija od tih aranžmana i u potpunosti smo svesni svog dela odgovornosti i voljni da prihvatimo taj izazov.		Ind	Sing	VERB	3	Pres	Fin		daje	nego	što	od	tih	aranžmana	d	o	b	a	j	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
122	dobijati	dobija	imp	imp	set-s1278	Dok se političari i nevladine organizacije trude da mobilizuju birače i izbore se sa apatijom, internet dobija na snazi kao jedno od sredstava za kampanju.		Ind	Sing	VERB	3	Pres	Fin		sa	apatijom	internet	na	snazi	kao	d	o	b	a	j	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
123	dobijati	dobija	imp	imp	set-s3233	Crna Gora dobija status kandidata za prijem u EU		Ind	Sing	VERB	3	Pres	Fin		[PAD]	Crna	Gora	status	kandidata	za	d	o	b	a	j	i	[PAD]	0	status	1	[PAD]	0	[PAD]	0	pos	[PAD]
124	dobijati	dobija	imp	imp	set-s3240	Hrvatska dobija 150 benzinskih stanica od ruskog naftnog giganta.		Ind	Sing	VERB	3	Pres	Fin		[PAD]	[PAD]	Hrvatska	150	benzinskih	stanica	d	o	b	a	j	i	hrvatska	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
125	dobijati	dobijaju	imp	imp	news-s452	Drugim rečima, što je više povezanih pametnih uređaja, to je i veća njihova efikasnost, jer dobijaju više podataka o svetu oko sebe.		Ind	Plur	VERB	3	Pres	Fin		njihova	efikasnost	jer	više	podataka	o	d	o	b	u	j	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
126	dobijati	dobijati	imp	imp	set-s1273	Li je takođe izrazio zabrinutost u pogledu sposobnosti zemlje da apsorbuje sredstva iz evropskih fondova koja će dobijati u budućnosti.				VERB			Inf		fondova	koja	će	u	budućnosti	[PAD]	d	o	b	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
127	dobiti	dobije	perf	perf	set-s142	Setimes: Da li očekujete da Makedonija dobije poziv na samitu u Bukureštu i kako će to uticati na bezbednosnu situaciju u regionu?		Ind	Sing	VERB	3	Pres	Fin		očekujete	da	Makedonija	poziv	na	samitu	d	o	b	e	j	i	makedonija	1	poziv	1	[PAD]	0	[PAD]	0	pos	[PAD]
128	dobiti	dobije	perf	perf	set-s175	Setimes: Da li očekujete da Makedonija dobije datum o pregovorima do kraja ove godine?		Ind	Sing	VERB	3	Pres	Fin		očekujete	da	Makedonija	datum	o	pregovorima	d	o	b	e	j	i	makedonija	1	[PAD]	0	kraja	1	[PAD]	0	pos	[PAD]
129	dobiti	dobije	perf	perf	set-s176	Crvenkovski: Republika Makedonija poseduje kako institucionalni, tako i demokratski kapacitet i, što je još važnije, snažnu odlučnost da do kraja 2008. dobije datum o početku pregovora.		Ind	Sing	VERB	3	Pres	Fin		do	kraja	2008	datum	o	početku	d	o	b	e	j	i	[PAD]	0	[PAD]	0	kraja	1	[PAD]	0	pos	[PAD]
130	dobiti	dobije	perf	perf	set-s1107	Da bi bila zastupljena u parlamentu, politička stranka mora da dobije preko 5 odsto glasova.		Ind	Sing	VERB	3	Pres	Fin		stranka	mora	da	preko	5	odsto	d	o	b	e	j	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
131	dobiti	dobije	perf	perf	set-s1137	Za pet godina moći će da dobije hrvatsko državljanstvo.		Ind	Sing	VERB	3	Pres	Fin		moći	će	da	hrvatsko	državljanstvo	[PAD]	d	o	b	e	j	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
132	dobiti	dobije	perf	perf	set-s2409	Taj ugovor predviđa da Srbija dobije 72 miliona evra za izgradnju puteva i još 16 miliona za razvoj malih i srednjih preduzeća.		Ind	Sing	VERB	3	Pres	Fin		predviđa	da	Srbija	72	miliona	evra	d	o	b	e	j	i	srbija	1	[PAD]	0	evra	1	[PAD]	0	pos	[PAD]
133	dobiti	dobije	perf	perf	set-s3033	Međutim, izveštaj Obaveštajnog odeljenja Ekonomista od utorka bacio je sumnju na šanse vladajuće koalicije da dobije dvotrećinsku većinu koja joj je potrebna da bi mogla da odbaci odluke ustavnog suda, a nedavne ankete pokazuju da bi većina Rumuna više volela da vlada ostane.		Ind	Sing	VERB	3	Pres	Fin		vladajuće	koalicije	da	dvotrećinsku	većinu	koja	d	o	b	e	j	i	[PAD]	0	većinu	1	[PAD]	0	[PAD]	0	pos	[PAD]
134	dobiti	dobije	perf	perf	set-s3238	Mediji javljaju da je on čekao da zemlja dobije status kandidata pre nego što podnese ostavku, verovatno već ovog meseca, a mogao bi da ga nasledi ministar finansija Igor Lukšić.		Ind	Sing	VERB	3	Pres	Fin		čekao	da	zemlja	status	kandidata	pre	d	o	b	e	j	i	zemlja	1	status	1	[PAD]	0	[PAD]	0	pos	[PAD]
135	dobiti	dobije	perf	perf	set-s3487	"Drugim rečima, mnogo više ljudi biće u mogućnosti da dobije kredite, što će dovesti do kredita sa manjim troškovima."		Ind	Sing	VERB	3	Pres	Fin		u	mogućnosti	da	kredite	što	će	d	o	b	e	j	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
136	dobiti	dobiju	perf	perf	set-s3343	Makedonci koji su zainteresovani da poboljšaju svoje kompjuterske veštine mogu da dobiju besplatnu obuku u okviru vladinog novog programa pod nazivom "Makedonija -- Zemlja kompjuterskih eksperata".		Ind	Plur	VERB	3	Pres	Fin		veštine	mogu	da	besplatnu	obuku	u	d	o	b	u	j	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
137	dobiti	dobiju	perf	perf	set-s3784	Trenutno zemlje evrozone mogu da dobiju podršku i u okviru Mehanizma evropske finansijske stabilnosti (EFSM), koji iznosi ukupno 60 milijardi evra i koji je garantovan budžetom EU.		Ind	Plur	VERB	3	Pres	Fin		evrozone	mogu	da	podršku	i	u	d	o	b	u	j	i	[PAD]	0	podršku	1	[PAD]	0	[PAD]	0	pos	[PAD]
138	dobiti	dobila	perf	perf	set-s146	Crvenkovski: Republika Makedonija ispunila je sve neophodne uslove da bi dobila poziv u NATO.	Fem		Sing	VERB		Past	Part	Act	uslove	da	bi	poziv	u	NATO	d	o	b	a	l	i	[PAD]	0	poziv	1	[PAD]	0	[PAD]	0	pos	[PAD]
139	dobiti	dobila	perf	perf	set-s251	Govoreći u Zagrebu, Buš je izrazio žaljenje što Makedonija nije dobila poziv za ulazak u NATO.	Fem		Sing	VERB		Past	Part	Act	što	Makedonija	nije	poziv	za	ulazak	d	o	b	a	l	i	makedonija	1	poziv	1	[PAD]	0	[PAD]	0	neg	nije
140	dobiti	dobila	perf	perf	set-s531	Grupa je dobila podršku EU, koja je nedavno odlučila da finansijski pomogne nastojanja u Alianiju usmerena na očuvanje grada, u okviru svog programa "Kultura 2000".	Fem		Sing	VERB		Past	Part	Act	[PAD]	Grupa	je	podršku	EU	koja	d	o	b	a	l	i	grupa	1	podršku	1	[PAD]	0	[PAD]	0	pos	[PAD]
141	dobiti	dobila	perf	perf	set-s848	Neredi su izbili nakon što je u nedelju javna radio stanica emitovala dostavljenu traku na kojoj se čuje kako premijer kaže članovima svoje Socijalističke partije da je njegova vlada obmanjivala ljude u pogledu stanja nacionalne ekonomije kako bi dobila novi mandat na izborima u aprilu.	Fem		Sing	VERB		Past	Part	Act	ekonomije	kako	bi	novi	mandat	na	d	o	b	a	l	i	[PAD]	0	[PAD]	0	izborima	1	[PAD]	0	pos	[PAD]
142	dobiti	dobila	perf	perf	set-s1127	Dvadesetsedmogodišnja Sudanka prva je osoba koja je dobila azil u Hrvatskoj.	Fem		Sing	VERB		Past	Part	Act	osoba	koja	je	azil	u	Hrvatskoj	d	o	b	a	l	i	koja	1	azil	1	hrvatskoj	1	[PAD]	0	pos	[PAD]
143	dobiti	dobila	perf	perf	set-s1133	Na konferenciji za medije u sredu (15. novembra), Ministarstvo unutrašnjih poslova potvrdilo je da je ta žena prva osoba koja je dobila azil u Hrvatskoj.	Fem		Sing	VERB		Past	Part	Act	osoba	koja	je	azil	u	Hrvatskoj	d	o	b	a	l	i	koja	1	azil	1	hrvatskoj	1	[PAD]	0	pos	[PAD]
144	dobiti	dobila	perf	perf	set-s1145	Međutim, kada je vlada dobila zahtev da razmotri njegovu molbu, odbacila ga je.	Fem		Sing	VERB		Past	Part	Act	kada	je	vlada	zahtev	da	razmotri	d	o	b	a	l	i	vlada	1	[PAD]	0	[PAD]	0	kada	1	pos	[PAD]
145	dobiti	dobila	perf	perf	set-s1391	Šta je potrebno da Srbija u ovom trenutku uradi kako bi dobila status kandidata i pridružila se EU?	Fem		Sing	VERB		Past	Part	Act	uradi	kako	bi	status	kandidata	i	d	o	b	a	l	i	[PAD]	0	status	1	[PAD]	0	[PAD]	0	pos	[PAD]
146	dobiti	dobila	perf	perf	set-s1452	Makedonija je dobila suvereni kredit od 107 miliona evra od EBRD za modernizaciju dela evropskog transportnog koridora 10 koji prolazi kroz njenu teritoriju.	Fem		Sing	VERB		Past	Part	Act	[PAD]	Makedonija	je	suvereni	kredit	od	d	o	b	a	l	i	makedonija	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
147	dobiti	dobila	perf	perf	set-s1471	Makedonija je dobila još 45 miliona evra od EU u obliku bespovratne pomoći IPA.	Fem		Sing	VERB		Past	Part	Act	[PAD]	Makedonija	je	još	45	miliona	d	o	b	a	l	i	makedonija	1	evra	1	eu	1	[PAD]	0	pos	[PAD]
